From,To,length(in meters)
18572,18687,6.92
18687,18757,4.617
18757,18813,4.351
18813,18857,3.731
18857,18903,4.076
18903,18949,3.89
18949,19003,4.315
19003,19023,4.533
19023,19051,5.738
19051,19081,5.079
19081,19104,5.661
19104,19129,5.685
19129,19145,4.521
19319,19251,7.97
18856,18928,3.77
18928,18926,4.302
18928,18930,1.798
19145,19158,1.922
18930,19158,15.666
19256,19195,5.39
19158,19195,2.035
19163,19165,11.297
19319,19268,6.558
19165,19268,8.845
19268,19175,5.293
19256,19252,4.745
19251,19252,3.711
19252,19220,2.057
19319,19427,12.03
19518,19427,7.803
19444,19427,2.186
17531,17542,4.087
17556,17551,5.078
17542,17551,4.842
17700,17686,2.292
17663,17686,2.708
17567,17553,3.204
17539,17553,3.005
17497,17499,3.382
17510,17499,2.784
17529,17543,3.111
17592,17584,2.112
17592,17596,3.193
17593,17596,3.742
17529,17518,2.694
17510,17518,3.166
17543,17571,3.593
17584,17571,2.417
17491,17508,1.731
17534,17508,1.831
17560,17537,2.028
17507,17537,2.21
17683,18131,39.897
18188,18131,4.839
18615,18837,9.813
19047,18837,13.039
17986,18002,2.108
18007,18002,1.396
18007,18017,2.067
18028,18017,2.184
17993,17996,27.456
17997,17996,15.134
17745,17996,22.239
17993,17991,8.35
17987,17991,25.233
18127,18099,1.779
17993,18099,9.274
17756,17758,16.66
17786,17758,2.181
17836,17826,1.005
17826,17818,1.112
17785,17792,0.979
17801,17792,1.044
17801,17805,0.704
17818,17805,0.981
17877,17839,9.054
17836,17839,2.929
16477,16368,10.898
16477,16599,9.541
16663,16599,6.361
16663,16705,3.733
16733,16705,2.609
17540,17492,2.354
17382,17415,3.236
17492,17446,2.656
17415,17446,2.415
17572,17609,3.079
17683,17649,3.93
17609,17649,4.289
17138,17156,1.569
17192,17170,1.423
17156,17170,1.08
17266,17242,1.724
17192,17242,2.776
17266,17295,2.653
17328,17295,2.637
17328,17373,2.218
17402,17373,1.957
17456,17419,2.187
17402,17419,2.018
17456,17495,2.742
17538,17495,2.044
17581,17651,6.828
17684,17651,3.778
17713,17828,9.608
17921,17828,8.373
18113,18129,1.145
18144,18129,1.082
18165,18156,1.01
18144,18156,1.073
18165,18171,1.236
18178,18171,1.113
18178,18180,1.314
18179,18180,1.334
18028,18051,2.478
18079,18051,3.091
18154,18126,2.856
18079,18126,3.366
17497,17547,2.691
17578,17547,4.081
17049,17074,5.361
17074,17102,2.679
17102,17133,1.735
17299,17638,25.4
17049,17037,4.4
17037,17041,5.104
17046,17048,4.011
17041,17048,4.897
17345,17298,3.344
17265,17298,3.177
17448,17424,2.1
17407,17424,2.199
17150,17211,3.945
17265,17211,3.722
17150,17132,3.962
17132,17116,1.999
17116,17093,1.919
17093,17077,2.909
17077,17066,3.137
17061,17062,4.388
17066,17062,2.684
17566,17528,3.407
17498,17528,3.053
18064,18090,1.761
18110,18090,1.735
18035,18053,1.875
18064,18053,1.355
17987,18011,4.49
17981,18010,3.17
18035,18010,1.813
18011,18010,17.675
17046,16996,18.593
16935,16996,21.843
17146,16996,8.658
16935,16881,14.879
16816,16881,36.846
17007,16881,8.375
16816,16729,31.691
16670,16729,25.361
16837,16729,9.034
16670,16661,6.391
16694,16661,3.318
16638,16661,16.05
17788,17813,2.291
17991,17813,16.501
17813,17812,12.35
17812,17814,5.721
17814,17810,4.051
17807,17803,3.516
17791,17782,2.371
17782,17777,2.344
17756,17779,1.946
17847,17779,5.839
17777,17779,1.827
17803,17799,2.232
17791,17799,2.266
17810,17808,3.909
17807,17808,4.432
17644,17625,2.795
17601,17625,2.295
13799,13756,4.643
13734,13756,4.559
13466,13536,15.306
13601,13536,14.792
15647,16347,45.138
16351,16347,5.992
16368,16347,2.068
16247,15800,28.922
15800,15328,28.515
15328,15166,12.732
14760,14970,11.164
15647,14970,45.502
16351,16353,3.634
16291,16272,1.867
16247,16272,1.902
14889,14981,4.927
15307,15035,20.428
14981,15035,3.032
15050,15078,2.465
15078,15117,2.475
15050,15026,2.432
14997,15026,2.65
15166,15135,1.67
15117,15135,1.668
14970,14976,3.005
14981,14976,2.975
14997,14983,1.662
14981,14983,0.966
16319,16330,1.041
16340,16330,1.174
16319,16306,1.403
16291,16306,1.285
16353,16350,1.315
16340,16350,1.353
17133,17145,1.14
17159,17145,1.171
17159,17174,1.146
17194,17174,1.258
17194,17226,1.207
17252,17226,1.405
17252,17276,1.912
17299,17276,1.796
13209,13512,26.298
14384,14399,7.813
14401,14399,1.214
14419,13725,38.141
13512,13725,29.134
13043,13096,149.093
13120,13109,35.604
13096,13109,28.452
14196,14215,1.379
14889,14215,35.416
13317,13356,8.923
13396,13356,8.91
13683,13742,8.558
13805,13742,8.712
14415,14539,10.523
14795,14539,16.049
14795,14988,11.472
15136,14988,10.868
15882,15724,9.539
15615,15724,6.315
16195,15831,23.892
15797,15831,2.035
16524,16572,2.669
16744,16572,15.312
16744,16829,6.939
15407,15611,13.975
15797,15611,9.762
16991,17208,12.884
17261,17208,2.9
17816,17908,9.907
17971,17938,4.027
17908,17938,4.591
17971,18013,5.647
18074,18048,3.399
18013,18048,3.875
18074,18152,8.089
18245,18203,5.621
18152,18203,6.45
17503,17639,11.846
17735,17691,5.961
17639,17691,6.489
18598,18636,5.869
18673,18636,7.45
18488,18571,9.232
18598,18571,6.821
18210,18246,12.583
18349,18267,15.857
18246,18267,9.698
16965,16978,1.538
16993,16978,2.124
16833,16864,4.227
16919,16864,4.38
17206,17185,0.941
17169,17185,1.035
14075,14188,12.799
14302,14188,11.189
13703,13741,7.219
14075,13741,50.293
17454,17453,2.764
17454,17455,4.175
17457,17455,16.409
17451,17452,3.228
17453,17452,12.582
16464,16495,3.426
16495,16523,2.693
16594,16565,1.801
16523,16565,2.305
19844,19837,2.733
19837,19848,3.478
19848,19874,2.751
19874,19886,2.82
19886,19887,2.918
19887,19863,3.491
19863,19843,3.747
19843,19839,3.383
19839,19840,7.045
19929,19939,13.748
19939,19943,2.759
19943,19952,1.496
19952,19974,1.751
19974,19997,2.059
19997,20020,1.865
20020,20038,1.737
20038,20052,1.84
20086,20076,3.407
20076,20056,2.695
20056,20026,2.688
20026,19994,2.676
19994,19940,4.243
19940,19885,3.11
19885,19841,1.462
19841,19831,1.338
19797,19823,2.133
19844,19823,1.474
19831,19823,2.601
20052,20059,2.666
20086,20082,3.215
20347,20345,40.133
20344,20345,16.013
20059,20077,10.155
20082,20077,2.032
20345,20077,19.131
22705,22675,4.325
22655,22675,4.337
22528,22529,5.17
22527,22529,4.561
22934,22794,15.3
22640,22794,22.585
22897,22950,9.632
23022,22950,13.752
22787,22804,2.335
22950,22804,22.086
22930,22931,0.976
22937,22931,133.442
22608,22759,22.173
22834,22759,9.93
22705,22760,8.607
22813,22760,6.171
22761,22760,33.02
22759,22760,31.164
22338,22460,16.668
22640,22460,30.379
16236,16312,10.756
16357,16342,0.956
16307,16342,3.197
16144,16177,3.375
16199,16177,3.417
16336,16348,3.06
16352,16348,2.571
14852,14823,3.036
14810,14823,2.451
15036,14995,2.474
14953,14995,2.298
15109,15070,2.5
15036,15070,2.481
15499,15470,2.044
15439,15470,2.134
15282,15252,2.681
15252,15218,2.438
15175,15113,4.641
15113,15002,7.406
14810,14915,6.049
15002,14915,4.827
15218,15194,2.083
15175,15194,1.838
15360,15326,3.482
15282,15326,3.375
15499,15435,6.194
15360,15435,5.442
14681,14703,1.701
14822,14703,7.013
14733,14739,6.596
14703,14739,8.75
14039,14149,5.868
14149,14290,6.531
13932,13946,5.061
13962,13946,3.098
13919,13880,5.944
13880,13847,6.003
13847,13831,4.431
13831,13825,3.882
14170,13827,18.106
13228,13827,63.811
13825,13827,3.472
13946,13936,3.711
13919,13936,4.139
13708,13736,1.769
13801,13736,6.688
13736,13706,12.563
13921,14031,12.024
16266,16283,1.838
16312,16283,3.289
16307,16283,3.798
16266,16249,2.039
16199,16208,1.208
16218,16208,1.057
16218,16224,0.627
16232,16224,0.623
16249,16241,0.979
16232,16241,0.821
19032,19071,5.74
19071,19122,5.763
19122,19177,6.078
19177,19241,5.588
19241,19310,7.317
19413,19373,4.132
19310,19373,6.318
5287,5336,4.025
5285,5286,5.924
5287,5286,4.011
5571,5532,3.32
5286,5457,13.7
5532,5457,5.822
5437,5438,3.935
5443,5459,2.606
5289,5441,12.484
5438,5441,1.894
5443,5441,2.312
5336,5440,8.52
5457,5440,3.791
5437,5440,0.928
5531,5585,4.536
5585,5618,3.829
5618,5675,4.84
5675,5726,3.848
6036,6078,3.982
6078,6140,4.704
6140,6141,5.016
5564,5412,10.675
5532,5405,13.541
5412,5405,73.559
5794,5817,2.532
7186,7176,5.443
7129,7091,3.074
7027,7091,4.742
6905,6974,5.404
7027,6974,4.828
6905,6839,9.352
5843,6839,92.681
6141,6298,11.264
6515,6298,21.75
6298,6297,1.721
6355,6356,3.857
6297,6356,7.128
5571,5604,4.634
5794,5604,20.203
5843,5831,2.293
5818,5831,2.125
5843,5844,2.61
5834,5844,2.515
5834,5816,2.447
5794,5816,2.824
5740,5774,2.541
5794,5774,2.297
5740,5701,2.506
5672,5701,2.501
5672,5643,2.526
5611,5643,2.504
5611,5590,2.649
5570,5590,2.4
5570,5545,2.394
5520,5545,2.647
5441,5477,2.259
5520,5500,1.558
5477,5500,1.502
5520,5508,2.64
5510,5505,1.731
5508,5505,1.915
5510,5512,1.831
5535,5512,2.235
5440,5464,1.468
5535,5502,1.77
5464,5482,1.146
5502,5482,1.295
5571,5589,1.924
5624,5601,1.946
5589,5601,1.649
5624,5645,2.146
5670,5645,2.06
5670,5695,2.275
5727,5695,2.021
5727,5756,2.176
5788,5756,2.454
5788,5805,2.218
5818,5805,2.247
5289,5290,4.544
5280,5290,25.006
5459,5290,13.602
5459,5485,3.349
5531,5485,3.26
5289,5288,2.967
5287,5288,3.972
4912,4966,4.148
5053,4966,4.904
4823,4872,5.839
4912,4872,4.215
4904,4910,166.776
4912,4910,2.832
4901,4868,3.758
4901,4954,3.814
5085,4954,6.817
5085,5084,6.04
5083,5084,4.794
5083,5082,4.436
4808,4810,5.606
4868,4810,6.238
5075,5077,4.098
5082,5077,38.91
5073,5074,3.025
5075,5074,4.456
5345,5347,2.658
5353,5347,68.146
5483,5493,19.602
5516,5493,12.285
5347,5493,11.676
5603,5493,7.328
5595,5647,16.593
5689,5647,10.008
5943,5947,4.852
5946,5947,4.716
5516,5560,14.649
5595,5560,14.91
5483,5489,17.322
6668,5698,84.475
6341,5728,48.565
5564,5728,13.758
5270,5274,7.385
5285,5275,62.638
5274,5275,11.791
5346,5342,33.498
5341,5342,6.089
5325,5339,28.487
5341,5339,5.722
5583,5392,13.034
5341,5392,3.815
5270,5322,3.793
5412,5322,5.806
5489,5706,16.492
5698,5706,51.35
6654,5692,83.533
5698,5692,95.005
6668,6726,5.597
6770,6726,4.467
6770,6826,6.412
6924,6871,5.665
6826,6871,6.319
7740,7784,16.136
7782,7784,22.171
7848,7784,17.246
7740,7794,16.569
7848,7794,16.628
7782,7776,7.153
7768,7776,6.815
7773,7765,10.82
7764,7765,11.414
7799,7754,7.901
7733,7754,7.279
7065,6664,40.049
6341,6664,33.595
7183,7188,6.701
7198,7188,7.931
7138,7166,6.229
7183,7166,6.968
7198,7201,9.641
7199,7201,9.012
7199,7191,8.228
7186,7191,9.074
7180,7179,23.794
7129,7164,4.382
7179,7173,2.465
7164,7173,2.745
7129,7160,3.333
7176,7160,2.935
7340,7238,11.665
7340,7560,26.48
7733,7560,29.239
7065,7151,5.622
7238,7151,8.751
7790,7467,55.864
7467,7450,2.241
7450,7425,2.233
7384,7355,4.256
7355,7336,2.896
7336,7328,1.245
7328,7321,11.986
7321,7249,8.801
7249,7214,4.28
7214,6782,39.708
6291,6780,50.994
6782,6779,5.174
6780,6779,13.483
6782,6792,4.88
6792,6800,3.986
6800,6813,3.698
6877,6897,3.151
6897,6947,3.637
6947,7296,32.136
7296,7350,4.517
7350,7376,3.235
7376,7392,2.303
7403,7407,2.36
7407,7415,2.902
7415,7418,7.098
7586,7416,18.793
6780,7416,63.248
6837,6847,2.023
6858,6847,2.116
6837,6827,2.508
6858,6867,1.809
6877,6867,1.54
7214,7213,2.851
7425,7412,1.454
7384,7395,2.414
7392,7395,1.101
7403,7395,1.387
7412,7395,2.917
7418,7417,17.416
7416,7417,6.369
7321,7375,6.346
7375,7352,5.553
6813,6818,1.552
6827,6818,1.153
6885,6818,9.018
6291,6292,5.335
6292,6296,2.613
6296,6300,2.371
6319,6334,4.324
6334,6353,3.321
6353,6446,11.991
6300,6310,2.327
6319,6310,1.816
5943,5948,6.805
5948,6125,15.99
6310,6270,3.831
6125,6270,10.277
5656,5668,1.203
5682,5668,1.33
5682,5712,3.859
5741,5712,2.408
5741,5770,2.291
5804,5785,1.475
5770,5785,1.56
5804,5823,1.442
5849,5823,1.412
5939,5911,3.091
5911,5912,21.978
5912,6011,9.374
6011,6009,21.978
5939,5940,1.546
5939,5979,3.614
6009,5979,2.669
5980,5979,1.508
7579,7583,9.415
7586,7584,5.606
7510,7584,7.884
7628,7584,7.084
7583,7584,2.533
7628,7735,21.416
8447,7735,118.167
7709,7736,8.195
7817,7736,18.614
7735,7736,5.76
7737,7736,6.765
7817,7819,6.96
7820,7819,23.446
7737,7819,18.715
7790,7818,5.093
7820,7818,10.757
8353,8361,1.355
8636,8643,2.326
8643,8667,3.044
8705,8687,3.523
8667,8687,3.233
8520,8516,5.046
8447,8516,6.04
8623,8516,7.141
8516,8515,3.228
8527,8518,5.381
8515,8518,6.959
8527,8381,12.988
8116,8112,0.906
8377,8490,17.973
8449,8488,3.852
8548,8488,4.793
8490,8488,9.501
8897,8927,4.732
8961,8943,2.649
8927,8943,3.031
9042,9066,4.602
9066,9106,5.785
9472,9441,3.503
9395,9370,2.013
9340,9347,1.737
9370,9347,2.096
9340,9311,2.736
9311,9290,2.278
9265,9256,1.604
9252,9251,1.788
9299,9269,10.054
9254,9269,5.951
9299,9343,3.701
9379,9343,3.631
9379,9431,3.687
9484,9431,5.639
9426,9427,2.706
9427,9376,3.336
9376,9377,1.45
9377,9339,4.028
9299,9303,7.668
9309,9303,15.333
9339,9303,2.482
9218,9261,5.579
9373,9344,2.623
9332,9344,1.598
9332,9307,1.895
9261,9307,3.743
9219,9228,2.714
9219,9210,3.856
9198,9202,5.047
9210,9202,6.476
8966,8925,4.649
8870,8925,5.159
8966,9001,3.161
9023,9001,2.64
9064,9049,2.253
9023,9049,2.499
9027,9009,1.847
9192,9194,1.548
9138,9137,1.585
8979,9003,3.993
9014,9003,3.156
8779,8739,4.182
8708,8739,3.027
8891,8910,2.792
8910,8932,2.698
8977,8954,2.791
8932,8954,2.167
8841,8863,2.246
8891,8863,2.061
8779,8809,3.272
8841,8809,2.941
8670,8691,2.783
8708,8691,2.333
8670,8639,2.625
8639,8616,1.653
8616,8583,2.639
8583,8504,7.17
8504,8510,0.716
7920,8048,18.197
8141,8048,14.476
8287,8246,8.943
8141,8186,8.6
8246,8186,9.417
8287,8328,10.12
8399,8328,9.589
8399,8468,5.207
8468,8511,4.068
8511,8539,2.659
8539,8572,1.59
8595,8572,1.649
8595,8632,2.082
8670,8652,1.523
8632,8652,1.683
9441,9425,1.618
9395,9425,1.93
9265,9280,1.279
9290,9280,1.211
9256,9253,1.301
9251,9253,1.849
9314,9317,4.399
9106,9139,5.341
9216,9178,5.004
9139,9178,4.099
9328,9324,4.476
9317,9324,3.734
9330,9323,2.534
9296,9306,2.704
9323,9306,2.908
9296,9266,3.352
9247,9266,3.794
9198,9135,7.614
9113,9135,5.072
9022,9019,2.903
9019,9017,2.908
9017,9016,2.566
9016,9012,1.175
9006,9010,1.078
9012,9010,1.197
8940,8922,2.268
8890,8903,2.039
8922,8903,2.144
8868,8842,3.022
8842,8826,2.235
8762,8794,4.456
8826,8794,3.523
8762,8757,0.598
8760,8757,6.529
8776,8774,60.374
8774,8772,22.017
8807,8820,1.429
8875,8820,6.584
8785,8790,1.76
8781,8783,1.87
8785,8783,1.485
8775,8778,2.487
8781,8778,1.98
8871,8877,16.527
8875,8877,4.021
8890,8878,1.619
8874,8878,2.18
8762,8765,0.534
8760,8727,4.805
8807,8801,1.204
8790,8801,1.584
8727,8801,16.889
8880,8924,5.752
8880,8840,4.621
8763,8770,13.568
8772,8770,11.289
8840,8770,6.805
8752,8758,6.591
8763,8758,9.011
9578,9616,4.437
9660,9616,5.117
9973,9979,106.262
9981,9979,3.489
10049,10202,19.867
10258,10202,10.409
10258,10327,9.721
10430,10374,7.247
10327,10374,6.263
10527,10478,6.244
10430,10478,7.595
10032,10029,3.17
10038,10043,0.946
10029,10034,1.49
10038,10034,1.235
10058,10052,0.637
10043,10052,0.672
9913,9910,0.765
9902,9910,0.553
9872,9883,0.727
9895,9883,0.657
9895,9898,0.529
9902,9898,0.584
9913,9927,1.918
9928,9927,6.021
9928,9896,2.725
9896,9847,3.517
9824,9847,1.761
9757,9762,1.698
9762,9767,1.746
9767,9778,1.484
9778,9788,1.35
9788,9798,1.254
9824,9810,1.465
9798,9810,1.253
9920,9911,8.402
9903,9911,3.621
9903,9906,7.297
9899,9909,5.104
9906,9909,7.094
9876,9884,4.942
9899,9884,6.161
9862,9874,23.947
9876,9875,4.977
9874,9875,4.745
9118,9105,1.906
9083,9105,2.713
9064,9076,1.55
9083,9076,1.234
9352,9369,1.42
9397,9380,1.555
9369,9380,1.21
9352,9341,1.279
9341,9316,2.091
9316,9298,1.649
9258,9283,1.349
9298,9283,1.234
9230,9231,2.977
9228,9231,2.673
9218,9226,4.261
9230,9226,3.863
9218,9215,2.511
9214,9215,1.567
9214,9217,2.074
9217,9227,2.56
9227,9236,2.579
9263,9245,2.601
9236,9245,2.913
9263,9289,2.29
9342,9315,2.612
9289,9315,2.72
9564,9570,2.141
9570,9577,2.334
9593,9584,3.482
9577,9584,2.075
9593,9600,2.478
9613,9607,3.038
9600,9607,3.38
9618,9615,12.679
9613,9615,3.388
9633,9627,2.13
9618,9622,2.309
9627,9622,2.609
9633,9642,2.668
9642,9653,2.837
9695,9676,3.054
9653,9676,3.497
9790,9811,3.261
9862,9837,5.118
9811,9827,3.387
9837,9827,3.023
9750,9771,3.531
9790,9771,3.658
9750,9731,3.181
9710,9721,2.436
9731,9721,2.389
9695,9701,2.913
9710,9701,2.323
8980,8998,1.479
9006,8998,1.133
8980,8974,0.994
8963,8974,1.125
8963,8955,1.086
8940,8955,1.205
8876,8872,1.357
8874,8872,1.432
9041,9050,2.295
9060,9050,1.933
9041,9030,1.985
9022,9030,2.312
9060,9085,5.026
9113,9085,4.868
8976,8928,9.121
9009,8928,10.619
8928,8914,1.927
9329,9535,19.47
9638,9535,13.488
9536,9535,3.16
9678,9679,4.475
9679,9629,4.76
9683,9680,21.833
9679,9680,13.627
9749,9803,5.182
9749,9720,3.759
9680,9720,6.306
9924,9923,21.754
9922,9923,21.716
10010,10009,15.25
9962,10009,6.817
9528,9529,7.519
9530,9529,0.928
9683,9684,20.17
9685,9684,6.871
9529,9684,18.225
9803,9858,4.86
9923,9858,4.882
9918,9921,5.49
9922,9921,65.566
9745,9843,9.029
9918,9843,5.348
9809,9823,3.805
9764,9741,4.148
9725,9741,4.133
9725,9705,5.034
9689,9705,3.833
9650,9628,3.331
9598,9628,3.89
9598,9572,3.963
9546,9572,4.451
9546,9500,4.401
9454,9500,4.846
8537,8526,15.412
8537,8466,16.243
7790,7791,12.081
7791,7792,1.691
7750,7792,8.062
7829,7792,7.428
5062,5078,10.761
5080,5078,6.263
9860,9844,1.368
9825,9831,0.883
9844,9831,1.107
9816,9820,2.124
9825,9820,1.605
9709,9719,2.009
9756,9774,2.292
9793,9774,2.203
9736,9730,1.706
9719,9730,1.573
9625,9631,1.631
9639,9631,1.591
9651,9669,1.638
9694,9669,2.065
9694,9699,1.468
9709,9699,1.387
9736,9744,1.335
9756,9744,1.262
9621,9619,2.306
9620,9619,6.195
9850,9838,2.031
9815,9829,1.702
9838,9829,2.019
9700,9712,2.004
9712,9724,2.137
9724,9738,2.059
9783,9763,1.9
9738,9763,2.202
9556,9543,1.517
9543,9520,1.918
9520,9502,2.006
9464,9488,3.609
9502,9488,1.75
8867,8847,2.399
8929,8945,2.037
9005,9029,2.972
